0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
51,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
52,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
53,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
54,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
4,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
5,Block,9,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
6,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,9,Face,4,Pattern,BlackSquare,action,RotateRight
8,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
9,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
11,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
12,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
13,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
14,Block,8,Face,2,Pattern,WhiteSquare,action,RotateRight
15,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
16,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
17,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
18,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
19,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
21,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
22,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
23,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
24,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
25,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
26,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
27,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
28,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
30,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
31,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
33,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
34,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
35,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
36,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
37,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
38,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
5,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
6,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
7,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
8,Block,8,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
9,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
10,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
12,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
13,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
14,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
15,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,RotateRight
16,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
17,Block,6,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
18,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
19,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
20,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
21,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
22,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
23,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
24,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
25,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
26,Block,5,Face,4,Pattern,BlackSquare,action,RotateLeft
27,Block,5,Face,4,Pattern,BlackSquare,action,RotateRight
28,Block,5,Face,6,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceSix
29,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
30,Block,5,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
31,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,RotateLeft
32,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
33,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
34,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
35,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
36,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
37,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
38,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
39,Block,3,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
40,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
41,Block,3,Face,5,Pattern,BlackSquare,action,RotateLeft
42,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
43,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
44,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
45,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
46,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
47,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
48,Block,1,Face,4,Pattern,BlackSquare,action,GoToFaceFour
49,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
8,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
10,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
11,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
12,Block,6,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
13,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
14,Block,6,Face,2,Pattern,WhiteSquare,action,RotateLeft
15,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
16,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
17,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
18,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
19,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
20,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
21,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
22,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
23,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
24,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
25,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
26,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
27,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
28,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
29,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
30,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
32,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
33,Block,2,Face,2,Pattern,WhiteSquare,action,RotateRight
34,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
35,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
36,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
37,Block,1,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
38,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
4,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
5,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
6,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
7,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
8,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
9,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
10,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
11,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
12,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
13,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
14,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
15,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
16,Block,6,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
17,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
18,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
19,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
20,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
21,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
22,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
23,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
25,Block,5,Face,6,Pattern,BlackBottomLeftCornerSquare,action,RotateRight
26,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
27,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
28,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
29,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
30,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
31,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
32,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
33,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
34,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
35,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
36,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
37,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
38,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
5,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
6,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
7,Block,8,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
8,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
9,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
10,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
11,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
12,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
13,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
14,Block,6,Face,1,Pattern,BlackBottomLeftCornerSquare,action,RotateLeft
15,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
16,Block,6,Face,3,Pattern,WhiteSquare,action,RotateRight
17,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,GoToFaceOne
18,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
19,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
21,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
22,Block,5,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
23,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
24,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
25,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
26,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
27,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
28,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
29,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
30,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
31,Block,3,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
32,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
33,Block,3,Face,4,Pattern,BlackSquare,action,RotateLeft
34,Block,3,Face,4,Pattern,BlackSquare,action,RotateRight
35,Block,3,Face,4,Pattern,BlackSquare,action,RotateLeft
36,Block,3,Face,6,Pattern,BlackTopLeftCornerSquare,action,GoToFaceSix
37,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
38,Block,3,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
39,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
40,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
41,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
42,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
43,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
44,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
45,Block,1,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
4,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
5,Block,9,Face,5,Pattern,BlackSquare,action,RotateLeft
6,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
8,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
10,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
11,Block,8,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
12,Block,8,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
13,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
14,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
15,Block,8,Face,3,Pattern,WhiteSquare,action,RotateLeft
16,Block,8,Face,3,Pattern,WhiteSquare,action,RotateLeft
17,Block,8,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
18,Block,8,Face,5,Pattern,BlackSquare,action,GoToFaceFive
19,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
20,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
21,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
22,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
23,Block,6,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
24,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
25,Block,6,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
26,Block,6,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
27,Block,6,Face,4,Pattern,BlackSquare,action,GoToFaceFour
28,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
29,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
30,Block,5,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
31,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
32,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
33,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
34,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
35,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
36,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
37,Block,4,Face,4,Pattern,BlackSquare,action,RotateLeft
38,Block,4,Face,4,Pattern,BlackSquare,action,RotateRight
39,Block,4,Face,5,Pattern,BlackSquare,action,GoToFaceFive
40,Block,4,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
41,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
42,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
43,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
44,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
45,Block,3,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
46,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
47,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
48,Block,2,Face,1,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
49,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
50,Block,2,Face,6,Pattern,BlackTopRightCornerSquare,action,GoToFaceSix
51,Block,2,Face,6,Pattern,BlackTopLeftCornerSquare,action,RotateLeft
52,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
53,Block,2,Face,1,Pattern,BlackBottomLeftCornerSquare,action,GoToFaceOne
54,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
55,Block,2,Face,3,Pattern,WhiteSquare,action,RotateRight
56,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
57,Block,2,Face,3,Pattern,WhiteSquare,action,RotateLeft
58,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
59,Block,2,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
60,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
61,Block,2,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
62,Block,2,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
63,Block,2,Face,5,Pattern,BlackSquare,action,GoToFaceFive
64,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
65,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 340)
66,Block,1,Face,2,Pattern,WhiteSquare,action,GoToFaceTwo
67,Block,1,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
0,puzzle_name,puzzle_c,face_search,random_search,puzzle_piece_search,sequential_search,memory_loss_factor,0.5,memory_loss_counter_limit,3,glance_factor,0.32
1,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 0)
2,Block,9,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
3,Block,9,Face,5,Pattern,BlackSquare,action,GoToFaceFive
4,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
5,Block,9,Face,6,Pattern,BlackBottomRightCornerSquare,action,GoToFaceSix
6,Block,9,Face,4,Pattern,BlackSquare,action,GoToFaceFour
7,Block,9,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
8,Block,8,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
9,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 170)
10,Block,8,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
11,Block,8,Face,3,Pattern,WhiteSquare,action,RotateLeft
12,Block,8,Face,4,Pattern,BlackSquare,action,GoToFaceFour
13,Block,7,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
14,Puzzle,puzzle_c,action,LookAtPuzzle,point,(0, 340)
15,Block,6,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
16,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 0)
17,Block,6,Face,5,Pattern,BlackSquare,action,GoToFaceFive
18,Block,5,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
19,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 170)
20,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
21,Block,5,Face,5,Pattern,BlackSquare,action,GoToFaceFive
22,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
23,Block,5,Face,1,Pattern,BlackBottomRightCornerSquare,action,GoToFaceOne
24,Block,5,Face,4,Pattern,BlackSquare,action,GoToFaceFour
25,Block,5,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
26,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
27,Puzzle,puzzle_c,action,LookAtPuzzle,point,(170, 340)
28,Block,4,Face,4,Pattern,BlackSquare,action,GoToFaceFour
29,Block,4,Face,1,Pattern,BlackTopRightCornerSquare,action,GoToFaceOne
30,Block,4,Face,1,Pattern,BlackBottomRightCornerSquare,action,RotateRight
31,Block,4,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
32,Block,3,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
33,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 0)
34,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
35,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
36,Block,3,Face,5,Pattern,BlackSquare,action,GoToFaceFive
37,Block,3,Face,4,Pattern,BlackSquare,action,GoToFaceFour
38,Block,3,Face,3,Pattern,WhiteSquare,action,GoToFaceThree
39,Block,2,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
40,Puzzle,puzzle_c,action,LookAtPuzzle,point,(340, 170)
41,Block,2,Face,4,Pattern,BlackSquare,action,GoToFaceFour
42,Block,1,Face,1,Pattern,BlackTopRightCornerSquare,action,PickUpFromBank
